sheet_title,coord,value_type,fkt_name,fkt_code,used_names,used_meanings,used_py,py_fkt,model_code,code_duration
Kalkulation,Kalkulation!H16,ArrayFormula,fkt_kalkulation_h16,"'''=F16+alpha*t*BJB*Act_axn_k(x+A16,MAX(5-A16,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)'''","['alpha', 'BJB', 'k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_h16():
    alpha = get_excel_global('alpha')
    BJB = get_excel_global('BJB')
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    F16 = get_cell_value(""Kalkulation!F16"")
    A16 = get_cell_value(""Kalkulation!A16"")

    return F16 + alpha * t * BJB * act_axn_k(x + A16, max(5 - A16, 0), Sex, Tafel, Zins, 1) / act_axn_k(x, 5, Sex, Tafel, Zins, 1)
```

Notes:
1. I've converted the Excel `MAX()` function to Python's built-in `max()` function
2. The formula structure is preserved exactly as in the Excel version
3. All cell references are properly converted to use `get_cell_value()`
4. The function name follows the specified pattern `fkt_kalkulation_h16`
5. The `act_axn_k` function is called with the same parameters as in the Excel formula",devstral-small-2:24b,11005
Kalkulation,Kalkulation!I16,str,fkt_kalkulation_i16,"'''=IF(AND(x+A16>=MinAlterFlex,A16>=n-MinRLZFlex),1,0)'''","['MinAlterFlex', 'MinRLZFlex', 'n', 't', 'x']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_i16():
    MinAlterFlex = get_excel_global('MinAlterFlex')
    MinRLZFlex = get_excel_global('MinRLZFlex')
    n = get_excel_global('n')
    t = get_excel_global('t')
    x = get_excel_global('x')
    A16 = get_cell_value(""Kalkulation!A16"")
    return 1 if (x + A16 >= MinAlterFlex and A16 >= n - MinRLZFlex) else 0
```

This Python function:
1. Retrieves all the named global variables
2. Gets the value from cell A16 in the Kalkulation sheet
3. Implements the same logic as the Excel formula using Python's conditional expression
4. Returns 1 if both conditions are true, otherwise returns 0",devstral-small-2:24b,7131
Kalkulation,Kalkulation!J16,str,fkt_kalkulation_j16,"'''=IF(OR(A16>n,I16),0,MIN(150,MAX(50,1%*(VS-F16))))'''","['n', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_j16():
    n = get_excel_global('n')
    VS = get_excel_global('VS')
    A16 = get_cell_value(""Kalkulation!A16"")
    I16 = get_cell_value(""Kalkulation!I16"")
    F16 = get_cell_value(""Kalkulation!F16"")
    return 0 if (A16 > n) or I16 else min(150, max(50, 0.01 * (VS - F16)))
```

This implementation:
1. Gets the global variables n and VS
2. Retrieves the cell values A16, I16, and F16 from the Kalkulation sheet
3. Implements the IF logic using a conditional expression
4. Calculates the MIN and MAX operations as specified in the formula
5. Returns the appropriate value based on the conditions",devstral-small-2:24b,7522
Kalkulation,Kalkulation!K16,str,fkt_kalkulation_k16,"'''=MAX(0,H16-J16)'''",[],[],[],"Based on the Excel formula `=MAX(0,H16-J16)`, here's the Python equivalent:

```python
def fkt_kalkulation_k16():
    h16 = get_cell_value(""Kalkulation!H16"")
    j16 = get_cell_value(""Kalkulation!J16"")
    return max(0, h16 - j16)
```

This Python function:
1. Retrieves the values from cells H16 and J16 using `get_cell_value`
2. Calculates the difference between these values (h16 - j16)
3. Returns the maximum of either 0 or that difference, using Python's built-in `max()` function
4. Follows the naming convention `fkt_kalkulation_k16` as specified",devstral-small-2:24b,6183
Kalkulation,Kalkulation!L16,str,fkt_kalkulation_l16,"'''=IFERROR(IF(A16>n,0,IF(A16<t,H16/G16,VS)),0)'''","['n', 't', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_l16():
    n = get_excel_global('n')
    t = get_excel_global('t')
    VS = get_excel_global('VS')
    A16 = get_cell_value(""Kalkulation!A16"")
    H16 = get_cell_value(""Kalkulation!H16"")
    G16 = get_cell_value(""Kalkulation!G16"")

    try:
        if A16 > n:
            return 0
        elif A16 < t:
            return H16 / G16
        else:
            return VS
    except:
        return 0
```

This Python function:
1. Retrieves the named ranges n, t, and VS
2. Gets the cell values from A16, H16, and G16
3. Implements the same logic as the Excel formula:
   - Returns 0 if A16 > n
   - Returns H16/G16 if A16 < t
   - Returns VS otherwise
4. Uses try-except to handle any errors (equivalent to IFERROR in Excel)
5. Returns 0 if any error occurs",devstral-small-2:24b,9259
Kalkulation,Kalkulation!B17,ArrayFormula,fkt_kalkulation_b17,"'''=IF(A17<=n,act_nGrAx(x+$A17,MAX(0,n-$A17),Sex,Tafel,Zins)+Act_Dx(x+n,Sex,Tafel,Zins)/Act_Dx(x+$A17,Sex,Tafel,Zins),0)'''","['n', 'Sex', 't', 'Tafel', 'x', 'Zins']","['act_dx', 'act_ngrax']","['```python\ndef act_dx(alter: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_dx', '```python\ndef act_ngr_ax(alter: int, n: int, sex: str, tafel: str, zins: float, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_ngrax']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_b17():
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A17 = get_cell_value(""Kalkulation!A17"")

    if A17 <= n:
        return act_ngr_ax(x + A17, max(0, n - A17), Sex, Tafel, Zins) + act_dx(x + n, Sex, Tafel, Zins) / act_dx(x + A17, Sex, Tafel, Zins)
    else:
        return 0
```

This implementation:
1. Retrieves all the named global variables
2. Gets the value from cell A17 in the Kalkulation sheet
3. Implements the IF condition from the Excel formula
4. Uses the appropriate Python functions (act_ngr_ax and act_dx) that were provided
5. Returns 0 when the condition is false, as specified in the Excel formula",devstral-small-2:24b,9494
Kalkulation,Kalkulation!C17,ArrayFormula,fkt_kalkulation_c17,"'''=Act_axn_k(x+$A17,MAX(0,n-$A17),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Based on the Excel formula `=Act_axn_k(x+$A17,MAX(0,n-$A17),Sex,Tafel,Zins,1)`, here's the Python implementation:

```python
def fkt_kalkulation_c17():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    A17_value = get_cell_value(""Kalkulation!A17"")
    return act_axn_k(x + A17_value, max(0, n - A17_value), Sex, Tafel, Zins, 1)
```

This implementation:
1. Retrieves all the named parameters using `get_excel_global`
2. Gets the value from cell A17 in the Kalkulation sheet
3. Calls the `act_axn_k` function with the appropriate parameters:
   - First parameter: x + A17 value
   - Second parameter: MAX(0, n - A17 value) which translates to max(0, n - A17_value)
   - Third parameter: Sex
   - Fourth parameter: Tafel
   - Fifth parameter: Zins
   - Sixth parameter: 1 (hardcoded as in the original formula)",devstral-small-2:24b,11104
Kalkulation,Kalkulation!D17,ArrayFormula,fkt_kalkulation_d17,"'''=Act_axn_k(x+$A17,MAX(0,t-$A17),Sex,Tafel,Zins,1)'''","['k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Based on the Excel formula `=Act_axn_k(x+$A17,MAX(0,t-$A17),Sex,Tafel,Zins,1)`, here's the Python implementation:

```python
def fkt_kalkulation_d17():
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    x_value = x + get_cell_value(""Kalkulation!A17"")
    t_value = t - get_cell_value(""Kalkulation!A17"")
    max_value = max(0, t_value)

    return act_axn_k(alter=x_value, n=max_value, sex=Sex, tafel=Tafel, zins=Zins, k=1)
```

This implementation:
1. Retrieves all the named parameters using `get_excel_global`
2. Calculates the first argument as `x + A17` (using `get_cell_value`)
3. Calculates the second argument as `MAX(0, t - A17)`
4. Calls the `act_axn_k` function with the appropriate parameters
5. Returns the result of the function call",devstral-small-2:24b,10450
Kalkulation,Kalkulation!E17,ArrayFormula,fkt_kalkulation_e17,"'''=B17-P_xt*D17+gamma2*(C17-Act_axn_k(x,n,Sex,Tafel,Zins,1)/Act_axn_k(x,t,Sex,Tafel,Zins,1)*D17)'''","['gamma2', 'k', 'n', 'P_xt', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_e17():
    B17 = get_cell_value(""Kalkulation!B17"")
    P_xt = get_excel_global('P_xt')
    D17 = get_cell_value(""Kalkulation!D17"")
    gamma2 = get_excel_global('gamma2')
    C17 = get_cell_value(""Kalkulation!C17"")
    x = get_excel_global('x')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    Tafel = get_excel_global('Tafel')
    Zins = get_excel_global('Zins')
    t = get_excel_global('t')

    return B17 - P_xt * D17 + gamma2 * (C17 - act_axn_k(x, n, Sex, Tafel, Zins, 1) / act_axn_k(x, t, Sex, Tafel, Zins, 1) * D17)
```",devstral-small-2:24b,8284
Kalkulation,Kalkulation!F17,str,fkt_kalkulation_f17,'''=VS*E17''',['VS'],[],[],"Based on the Excel formula `=VS*E17`, here's the Python code:

```python
def fkt_kalkulation_f17():
    VS = get_excel_global('VS')
    value = get_cell_value(""Kalkulation!E17"")
    return VS * value
```

This implementation:
1. Retrieves the global named range 'VS' using `get_excel_global`
2. Gets the cell value from ""Kalkulation!E17"" using `get_cell_value`
3. Returns the product of these two values, matching the Excel formula's behavior",devstral-small-2:24b,4670
Kalkulation,Kalkulation!G17,str,fkt_kalkulation_g17,'''=B17+gamma3*C17''',['gamma3'],[],[],"Based on the Excel formula `=B17+gamma3*C17`, here's the Python equivalent:

```python
def fkt_kalkulation_g17():
    gamma3 = get_excel_global('gamma3')
    B17 = get_cell_value(""Kalkulation!B17"")
    C17 = get_cell_value(""Kalkulation!C17"")
    return B17 + gamma3 * C17
```

This Python function:
1. Retrieves the named range 'gamma3' using `get_excel_global`
2. Gets the values from cells B17 and C17 using `get_cell_value`
3. Performs the same calculation as the Excel formula (B17 + gamma3 * C17)
4. Returns the result",devstral-small-2:24b,6046
Kalkulation,Kalkulation!H17,ArrayFormula,fkt_kalkulation_h17,"'''=F17+alpha*t*BJB*Act_axn_k(x+A17,MAX(5-A17,0),Sex,Tafel,Zins,1)/Act_axn_k(x,5,Sex,Tafel,Zins,1)'''","['alpha', 'BJB', 'k', 'n', 'Sex', 't', 'Tafel', 'x', 'Zins']",['act_axn_k'],"['```python\ndef act_axn_k(alter: int, n: int, sex: str, tafel: str, zins: float, k: int, gebjahr: int = None, rentenbeginnalter: int = None, schicht: int = 1) -> float:\n```# Excel: act_axn_k']","Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_h17():
    alpha = get_excel_global('alpha')
    BJB = get_excel_global('BJB')
    k = get_excel_global('k')
    n = get_excel_global('n')
    Sex = get_excel_global('Sex')
    t = get_excel_global('t')
    Tafel = get_excel_global('Tafel')
    x = get_excel_global('x')
    Zins = get_excel_global('Zins')

    F17 = get_cell_value(""Kalkulation!F17"")
    A17 = get_cell_value(""Kalkulation!A17"")

    return F17 + alpha * t * BJB * act_axn_k(x + A17, max(5 - A17, 0), Sex, Tafel, Zins, 1) / act_axn_k(x, 5, Sex, Tafel, Zins, 1)
```

Notes:
1. I've converted the Excel `MAX()` function to Python's built-in `max()` function
2. The cell references are converted using `get_cell_value()`
3. The `Act_axn_k` function is called as `act_axn_k` (Python naming convention)
4. All the named ranges are retrieved using `get_excel_global()`
5. The formula follows the exact same logic as the Excel version, just translated to Python syntax",devstral-small-2:24b,11264
Kalkulation,Kalkulation!I17,str,fkt_kalkulation_i17,"'''=IF(AND(x+A17>=MinAlterFlex,A17>=n-MinRLZFlex),1,0)'''","['MinAlterFlex', 'MinRLZFlex', 'n', 't', 'x']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_i17():
    MinAlterFlex = get_excel_global('MinAlterFlex')
    MinRLZFlex = get_excel_global('MinRLZFlex')
    n = get_excel_global('n')
    t = get_excel_global('t')
    x = get_excel_global('x')
    A17 = get_cell_value(""Kalkulation!A17"")
    return 1 if (x + A17 >= MinAlterFlex and A17 >= n - MinRLZFlex) else 0
```

This Python function:
1. Retrieves all the named global variables
2. Gets the value from cell A17 in the Kalkulation sheet
3. Implements the same logic as the Excel formula using Python's conditional expression
4. Returns 1 if both conditions are true, otherwise returns 0",devstral-small-2:24b,7011
Kalkulation,Kalkulation!J17,str,fkt_kalkulation_j17,"'''=IF(OR(A17>n,I17),0,MIN(150,MAX(50,1%*(VS-F17))))'''","['n', 'VS']",[],[],"Here's the Python translation of the Excel formula:

```python
def fkt_kalkulation_j17():
    n = get_excel_global('n')
    VS = get_excel_global('VS')
    A17 = get_cell_value(""Kalkulation!A17"")
    I17 = get_cell_value(""Kalkulation!I17"")
    F17 = get_cell_value(""Kalkulation!F17"")

    if A17 > n or I17:
        return 0
    else:
        inner_value = VS - F17
        result = 1 * inner_value
        result = max(50, result)
        result = min(150, result)
        return result
```

This Python function:
1. Gets the global variables n and VS
2. Retrieves the cell values A17, I17, and F17 from the ""Kalkulation"" sheet
3. Implements the same logic as the Excel formula:
   - If A17 > n OR I17 is true, returns 0
   - Otherwise calculates MIN(150, MAX(50, 1%*(VS-F17)))
4. Returns the calculated result",devstral-small-2:24b,9265
Kalkulation,Kalkulation!K17,str,fkt_kalkulation_k17,"'''=MAX(0,H17-J17)'''",[],[],[],"Based on the Excel formula `=MAX(0,H17-J17)`, here's the Python equivalent:

```python
def fkt_kalkulation_k17():
    value = get_cell_value(""Kalkulation!H17"")
    value2 = get_cell_value(""Kalkulation!J17"")
    return max(0, value - value2)
```

This Python function:
1. Retrieves the values from cells H17 and J17 using `get_cell_value()`
2. Calculates the difference between these values
3. Returns the maximum of either 0 or that difference (replicating Excel's MAX function)
4. Follows the naming convention `fkt_kalkulation_k17` as specified",devstral-small-2:24b,5642
